dataset_id,model,val_loss,ndcg
0,naive,0.568476140499115,0.6414
1,naive,0.563844621181488,0.6349
2,naive,0.561920702457428,0.6536
3,naive,0.5731452703475952,0.6459
4,naive,0.5806689858436584,0.6465
5,naive,0.5847324728965759,0.6348
6,naive,0.5869829654693604,0.6408
7,naive,0.5821529626846313,0.6422
8,naive,0.5826915502548218,0.6463
9,naive,0.5811832547187805,0.6475
