dataset_id,model,val_loss,ndcg
0,ebr,0.5924246311187744,0.6555
1,ebr,0.5414448976516724,0.6712
2,ebr,0.5903929471969604,0.6528
3,ebr,0.587460994720459,0.6418
4,ebr,0.5662021636962891,0.654
5,ebr,0.5879250764846802,0.6383
6,ebr,0.5789042711257935,0.6359
7,ebr,0.5763909816741943,0.6323
8,ebr,0.5972767472267151,0.648
9,ebr,0.5682343244552612,0.6468
