dataset_id,model,val_loss,ndcg
0,fwfm_selected,0.5638885026754334,0.6757
1,fwfm_selected,0.5609995816636273,0.6718
2,fwfm_selected,0.5653806943742056,0.6703
3,fwfm_selected,0.5739113272182526,0.6596
4,fwfm_selected,0.576188464013357,0.659
5,fwfm_selected,0.5866286554336548,0.6537
6,fwfm_selected,0.5895934311243204,0.6469
7,fwfm_selected,0.5820797502467062,0.6594
8,fwfm_selected,0.5799117579179651,0.6668
9,fwfm_selected,0.5766864541124125,0.6676
