dataset_id,model,val_loss,ndcg
0,fwfm_query,0.570852518081665,0.673
1,fwfm_query,0.5668303966522217,0.6778
2,fwfm_query,0.5725839138031006,0.6684
3,fwfm_query,0.576718807220459,0.6677
4,fwfm_query,0.5813623666763306,0.6633
5,fwfm_query,0.5858218669891357,0.6594
6,fwfm_query,0.59269118309021,0.6514
7,fwfm_query,0.5820422768592834,0.6665
8,fwfm_query,0.5851674675941467,0.6683
9,fwfm_query,0.5800926685333252,0.6698
